Juro Real,Juro Neutro
4.815217112409242,4.2654028436019065
5.138559633777495,4.2654028436019065
5.516736165896541,4.549763033175365
5.690495376232674,4.739336492891
5.694469875267383,4.498851568886218
6.113660062565174,4.761904761904767
6.73254304454769,4.761904761904767
6.962111886198885,4.761904761904767
7.335994790339484,4.911974364524033
7.682875890968388,5.181765512046875
7.767604707738851,5.2631578947368585
8.111763273917383,5.2631578947368585
8.896797153024917,5.255005786085367
8.480907209846023,5.042335406056529
7.942983051164609,5.160031139599668
8.246520401747027,5.606060606060606
7.888321690428168,6.043062200956952
7.145145786606855,5.7208020050125326
6.743297632853529,5.714285714285716
6.657889787474147,5.57809523809524
6.768794224345398,5.377272011749818
6.795108345848533,5.307090039147469
7.097881310128629,5.2631578947368585
7.366227979702122,5.2631578947368585
7.202896910716294,5.2631578947368585
6.982523458365253,5.228229665071784
7.092992780729546,4.894258373205752
6.674990895374844,4.833840800347982
6.032029704688213,4.306220095693791
5.6148043550964255,4.306220095693791
5.059296097934185,4.0456218358614695
4.634488326145614,4.076738609112707
4.372448536437079,4.071506431218659
4.34289152343057,4.026046196010223
3.7848042389807546,3.91483516483517
3.2477942064347953,3.8461538461538542
3.1604541981614664,3.8461538461538547
3.0097976375789592,3.8461538461538547
2.964223561875645,3.8461538461538547
2.8895892981738447,3.8461538461538547
2.787200559538383,3.8461538461538542
2.641275673135479,3.8461538461538547
2.4193216007913243,3.8461538461538547
2.224510813594227,3.8461538461538547
2.4460444801812864,3.8461538461538547
3.3659135627188475,3.8461538461538547
3.659925697462496,3.8625020965793344
3.942650826732197,3.9130595290224366
4.0059955742129505,3.936643788287256
3.269093754234431,3.926130967120329
3.0340700481346072,3.950640766652973
2.759716803930079,4.090869257935539
2.4284297145054534,4.096385542168668
2.3602365043503326,4.096385542168668
2.406150513470684,4.096385542168668
2.7068594278683467,4.096385542168668
2.782081272410486,3.850164293537773
2.325215147173876,3.614457831325279
1.797223235588885,3.450512563559231
1.680996666081791,3.38164251207731
1.5677053615799297,3.3816425120773097
0.9993153072926031,3.2136105860113564
0.8941022065458215,2.898550724637694
0.7513727001252413,2.898550724637694
0.8304124586673289,2.898550724637694
0.7893295531428146,2.898550724637694
0.4403642334676716,2.733860342556007
0.13639452480340708,2.4154589371980784
-0.24520395628084835,2.4154589371980784
-0.7679030257120578,2.4154589371980784
-0.716185626546495,2.6349678720372838
-0.5490159802039485,2.618701717975326
-0.5799296327420156,2.2894038971520825
-0.40353228949294717,2.39824743456705
-0.5577400911875974,2.6634382566586012
-0.9995666997842267,2.6414263702399348
-0.2117514418634947,2.682337158248491
-0.10979594022815231,2.6634382566586012
0.6787910018079657,2.718015342792466
1.2340989286246051,2.9539951573849876
1.4556339871457435,3.1476997578692383
2.0026364559693643,3.1476997578692383
2.508529642288293,3.305321585700783
3.387487854840354,3.3948606596467146
3.796701695258986,3.3921806922862894
4.87315104854531,3.395868712315413
6.313566665899284,3.794068623931229
6.032311891275044,3.8707697086910757
6.598184606601731,3.883495145631066
6.690060051823887,3.8834951456310667
7.069932754473096,3.8834951456310662
7.12208903297622,3.8834951456310667
7.199683815560443,4.175851335495969
7.355935659692081,4.368922388457631
8.209966463044417,4.368729384096729
7.4358221150817805,4.36891882201384
7.705453153428965,4.432501155802122
7.598598016296898,4.5995145631067835
8.257666536270847,4.854318031909166
8.145766841694124,4.753713447954346
7.704441841731735,4.655124584824621
7.338916569400933,4.788001135593571
7.1050792461631485,4.746001787457192
7.238133056774165,4.573985042735038
7.359263702382757,4.6875
7.425098192147139,4.80518933625585
7.040081451975233,5.009201748332184
6.64254669376334,4.8309178743961345
6.581483597226079,4.8309178743961345
6.86744045163572,4.8309178743961345
6.466602844148106,4.8309178743961345
6.096876439397514,4.8309178743961345
5.954251511608022,4.8309178743961345
5.989527449381149,4.8309178743961345
6.132007672468065,4.8309178743961345
6.4054447105442724,4.8309178743961345
6.54934084883303,5.112721417069254
7.038509065318754,5.314009661835772
7.202447542549417,5.314009661835772
7.3579612140685535,5.314009661835772
,5.314009661835772
