Date,cds5y,fed,selic,cambio
2016-06-30,329.1463636363637,0.3768181818181818,14.15,3.423877272727273
2016-07-31,292.656,0.3955,14.15,3.276345
2016-08-31,258.39130434782606,0.39565217391304347,14.15,3.2090565217391305
2016-09-30,261.9735,0.3945,14.15,3.254985
2016-10-31,262.78473684210525,0.40210526315789474,14.044736842105264,3.183842105263158
2016-11-30,290.1538888888889,0.4044444444444444,13.9,3.3329666666666666
2016-12-31,284.862380952381,0.5357142857142857,13.650000000000002,3.3555809523809526
2017-01-31,250.55599999999998,0.655,13.1625,3.19083
2017-02-28,225.9558823529412,0.66,12.811764705882354,3.104317647058824
2017-03-31,224.37,0.7865217391304348,12.15,3.1273304347826087
2017-04-30,219.47833333333335,0.9055555555555556,11.594444444444445,3.135572222222222
2017-05-31,219.3957142857143,0.9061904761904762,11.15,3.205771428571429
2017-06-30,234.3838095238095,1.036190476190476,10.15,3.294766666666667
2017-07-31,220.76999999999998,1.1555,10.0,3.200595
2017-08-31,197.5417391304348,1.156086956521739,9.15,3.1503130434782607
2017-09-30,187.89105263157893,1.154736842105263,8.307894736842105,3.133973684210526
2017-10-31,176.566,1.1555,8.0,3.19135
2017-11-30,172.36105263157896,1.1552631578947368,7.3999999999999995,3.259905263157895
2017-12-31,163.4045,1.2985,7.0,3.29131
2018-01-31,145.77904761904762,1.4161904761904762,6.9,3.210666666666667
2018-02-28,154.9864705882353,1.4158823529411766,6.723529411764707,3.2413058823529415
2018-03-31,154.51380952380953,1.4976190476190476,6.578571428571429,3.2786142857142857
2018-04-30,166.4714285714286,1.6923809523809523,6.4,3.4069
2018-05-31,191.012,1.7,6.4,3.631805
2018-06-30,255.74809523809523,1.820952380952381,6.4,3.7725714285714287
2018-07-31,234.2757142857143,1.91,6.4,3.824466666666667
2018-08-31,246.7795652173913,1.914782608695652,6.4,3.9291565217391304
2018-09-30,272.8411111111111,1.9505555555555556,6.4,4.115316666666667
2018-10-31,220.69238095238094,2.1885714285714286,6.4,3.7577857142857143
2018-11-30,205.0261111111111,2.1994444444444445,6.4,3.7868555555555554
2018-12-31,205.029,2.2670000000000003,6.4,3.884405
2019-01-31,178.54000000000002,2.4,6.4,3.739680952380952
2019-02-28,163.18052631578948,2.4,6.4,3.7226052631578948
2019-03-31,163.4805263157895,2.4042105263157896,6.4,3.845884210526316
2019-04-30,169.93952380952382,2.4223809523809527,6.4,3.895557142857143
2019-05-31,175.83380952380952,2.3899999999999997,6.4,3.9999904761904768
2019-06-30,161.10315789473685,2.3757894736842107,6.4,3.8582263157894734
2019-07-31,131.45772727272728,2.402727272727273,6.4,3.7780454545454547
2019-08-31,136.53636363636363,2.125,5.9,4.019381818181818
2019-09-30,127.383,2.0524999999999998,5.7,4.11907
2019-10-31,129.6940909090909,1.8299999999999998,5.377272727272728,4.0846
2019-11-30,121.35222222222222,1.5527777777777778,4.9,4.1495444444444445
2019-12-31,107.51619047619049,1.5509523809523809,4.590476190476191,4.10892380952381
2020-01-31,99.44761904761906,1.5519047619047621,4.4,4.147271428571429
2020-02-29,101.1635294117647,1.5841176470588234,4.194117647058825,4.3419
2020-03-31,239.77954545454543,0.6254545454545455,3.9454545454545453,4.883218181818182
2020-04-30,311.444,0.0485,3.65,5.324985
2020-05-31,308.1636842105263,0.05,3.018421052631579,5.6516
2020-06-30,244.64857142857142,0.07666666666666667,2.5785714285714283,5.195995238095238
2020-07-31,225.04913043478263,0.09347826086956522,2.15,5.279595652173913
2020-08-31,217.37380952380954,0.09476190476190476,1.9357142857142857,5.460633333333333
2020-09-30,216.71857142857144,0.09,1.9,5.398880952380952
2020-10-31,220.18666666666667,0.09,1.9,5.625190476190476
2020-11-30,176.91500000000002,0.08666666666666667,1.8999999999999997,5.4235444444444445
2020-12-31,149.67727272727274,0.09,1.9,5.1449454545454545
2021-01-31,162.78315789473686,0.08526315789473683,1.9000000000000001,5.359673684210526
2021-02-28,162.33833333333334,0.07555555555555556,1.8999999999999997,5.415894444444444
2021-03-31,203.37695652173915,0.06956521739130435,2.226086956521739,5.645547826086957
2021-04-30,204.82049999999998,0.0685,2.65,5.561535
2021-05-31,178.1305,0.0595,3.2875,5.2933900000000005
2021-06-30,161.76428571428573,0.0780952380952381,3.7571428571428576,5.031304761904762
2021-07-31,172.29666666666668,0.09857142857142859,4.15,5.159919047619048
2021-08-31,180.31136363636364,0.09318181818181817,5.013636363636365,5.251122727272727
2021-09-30,186.47899999999998,0.079,5.45,5.28421
2021-10-31,213.85789473684213,0.07947368421052632,6.307894736842106,5.540631578947369
2021-11-30,240.92999999999998,0.07944444444444444,7.650000000000001,5.563072222222222
2021-12-31,217.63521739130434,0.07956521739130436,8.758695652173914,5.650604347826087
2022-01-31,215.19650000000001,0.08,9.15,5.5349200000000005
2022-02-28,221.29722222222222,0.08,10.483333333333334,5.201361111111111
2022-03-31,215.44863636363635,0.205,11.15,4.967781818181819
2022-04-30,213.73526315789474,0.33,11.65,4.757415789473685
2022-05-31,234.99523809523808,0.7585714285714286,12.507142857142858,4.965566666666667
2022-06-30,259.3365,1.1675,12.875,5.042865
2022-07-31,298.226,1.6545,13.15,5.370690000000001
2022-08-31,258.5786956521739,2.33,13.584782608695651,5.142695652173913
2022-09-30,261.867,2.5925000000000002,13.65,5.239775
2022-10-31,289.0410526315789,3.08,13.65,5.252652631578947
2022-11-30,261.29999999999995,3.788333333333333,13.65,5.270127777777778
2022-12-31,246.80904761904762,4.091904761904762,13.650000000000002,5.244461904761905
2023-01-31,242.4875,4.33,13.65,5.197395
2023-02-28,226.66,4.564444444444444,13.65,5.171088888888889
2023-03-31,233.6460869565217,4.65304347826087,13.65,5.210860869565217
2023-04-30,223.24555555555557,4.83,13.65,5.019133333333333
2023-05-31,218.63238095238094,5.056190476190476,13.650000000000002,4.981642857142857
2023-06-30,187.6,5.0755,13.65,4.85453
2023-07-31,173.8165,5.117,13.65,4.799995
2023-08-31,174.5417391304348,5.33,13.193478260869565,4.90294347826087
2023-09-30,174.24684210526317,5.33,12.965789473684211,4.93741052631579
2023-10-31,186.92000000000002,5.33,12.65,5.059155
2023-11-30,157.15473684210528,5.33,12.176315789473684,4.898010526315789
2023-12-31,140.418,5.33,11.875,4.89664
2024-01-31,136.19714285714286,5.33,11.65,4.9155999999999995
2024-02-29,131.88222222222223,5.33,11.15,4.9641166666666665
2024-03-31,128.2115,5.33,11.0,4.979535
2024-04-30,150.78954545454545,5.33,10.65,5.128486363636363
2024-05-31,141.7525,5.33,10.4625,5.13058
2024-06-30,156.22,5.33,10.4,5.384389473684211
2024-07-31,155.55227272727274,5.33,10.4,5.544090909090909
2024-08-31,155.9181818181818,5.33,10.4,5.552013636363636
2024-09-30,151.2330769230769,5.291538461538462,10.41923076923077,5.5725999999999996
