DATE,Renda alta,Renda baixa,Renda muito baixa,Renda média,Renda média-alta,Renda média-baixa
2011-07-01,7.033471550425596,6.542457573045168,6.485457250200577,6.417829779535267,6.315881101975518,6.509564875113427
2011-08-01,7.223267684104928,6.9794239007886505,7.063368600281805,6.677162607189091,6.495803515781096,6.904455757429329
2011-09-01,7.337354645693761,7.039140733575011,7.105253076855345,6.759409614913392,6.632773568462924,6.964917098886425
2011-10-01,7.028982249855975,6.308920319943634,6.122673317854033,6.285694457109647,6.291943502215114,6.297152426448416
2011-11-01,6.66691704560276,5.882192178117696,5.656808558966109,5.916164272629776,6.0218125201647155,5.885870977257013
2011-12-01,6.512937694511911,5.745757519893857,5.616945527564243,5.754550284333182,5.855559333252458,5.755434114216795
2012-01-01,6.257207499124351,5.729048945175119,5.674798671127146,5.516926819198131,5.6222096987808,5.697979988206425
2012-02-01,5.943448073453084,5.594274249965325,5.723426976714729,5.329540973734503,5.386843720005352,5.528641563676362
2012-03-01,5.380188466840652,5.013868939741761,5.192873499769246,4.7711193724962575,4.823249471152202,4.948196272976313
2012-04-01,4.97135454863793,4.913092451966916,5.2788964051545095,4.50773135616509,4.428840028595049,4.7983819401095085
2012-05-01,4.748185396809745,4.828939576611679,5.241168076579528,4.447299974673302,4.311922515061295,4.656326630539764
2012-06-01,4.523181211874139,4.971293421533307,5.385123795360003,4.4238025645154,4.215708968127951,4.7099193893126
2012-07-01,4.655171887026088,5.478664627890661,5.993701196315282,4.731944418514633,4.41249860782249,5.152400143743141
2012-08-01,4.669079810121857,5.509033878169323,5.979228499085454,4.804736376261021,4.498332731860688,5.185360652488913
2012-09-01,4.538847583402106,5.6455898048979325,6.126438323014471,4.853818459001791,4.455063242452106,5.247416094618029
2012-10-01,4.643097178308464,5.968167489215137,6.507140633017228,5.119299900521268,4.643499026038489,5.51386056494132
2012-11-01,4.746110447961316,6.108323054289078,6.638982854751974,5.2820115031215975,4.829125949375834,5.668104119100725
2012-12-01,4.897651529888192,6.548014195385132,7.038272460742734,5.625584670852812,5.148526228936201,6.0739391643456875
2013-01-01,5.205062823956097,6.809031887915928,7.361116292027825,6.028011810945966,5.4802739858412775,6.32751490019412
2013-02-01,5.580905470798192,6.763910118120453,7.29734432351008,6.214494800781889,5.777042252664821,6.387965840592402
2013-03-01,5.872726579993803,7.0094900446662445,7.5781556153543095,6.577353399595842,6.094464889849882,6.623570811794766
2013-04-01,5.81289938546361,6.784668055812482,7.324617640460773,6.4504847691323475,6.012519601199706,6.436795517851812
2013-05-01,5.882565368345571,6.708960328933422,7.194065663825655,6.412913404036469,6.050705648941768,6.42960673979418
2013-06-01,6.232873632593727,6.862108887402818,7.280836962291537,6.593845747129534,6.3190491766923484,6.643151016247484
2013-07-01,6.027316643191671,6.27171207044821,6.648204845437133,6.24112889953905,6.0529626091339495,6.105827527066343
2013-08-01,5.964950258876467,6.1008289894493695,6.446286582429628,6.109502051283244,5.973868601149679,5.964216101726549
2013-09-01,5.865934967905373,5.832258694248993,6.081723821164631,5.82461298598258,5.809175806523914,5.7822238531705095
2013-10-01,5.839052889918417,5.706088199573811,5.892101382168979,5.741056442519588,5.7549282949335145,5.699152032270405
2013-11-01,5.724307969822462,5.582375261290595,5.737710507204863,5.613327120745093,5.641688156329416,5.580960926960676
2013-12-01,5.986482354843092,5.634957539368779,5.689675404461414,5.756209138955204,5.870920948418412,5.706652497876097
2014-01-01,5.797894791432179,5.073120264192843,5.050992348263539,5.399691899340775,5.618498763741897,5.188548684411987
2014-02-01,5.734035711590879,5.259208488332412,5.2040837948331475,5.458795504040337,5.63061654692214,5.321994230372518
2014-03-01,5.990994972576957,5.930251156352551,5.8695554870519695,5.811753050742374,5.9083911498594155,5.952325438932093
2014-04-01,6.096123790330732,6.167558807750151,6.102109742130923,5.9856708193770425,6.033690698641481,6.1608193626865315
2014-05-01,6.2533629659091705,6.305569541870537,6.243671521587135,6.179042566826465,6.197368650078894,6.285519697482367
2014-06-01,6.48018978250815,6.4398831211123,6.3865324800376655,6.339313739859254,6.390882740457116,6.434810652521916
2014-07-01,6.366492198590934,6.533423903437496,6.50361875046912,6.3616230897021175,6.336497347796222,6.486760248780787
2014-08-01,6.284602468699085,6.5695475964402394,6.514270354821261,6.300070637732413,6.270018181365455,6.518406782896102
2014-09-01,6.432472428832092,6.77637326159668,6.7327645019339855,6.511536387655448,6.4447652356150575,6.7043615014577895
2014-10-01,6.3542458181865324,6.599218161568454,6.546345349485994,6.358496388497659,6.3409081576999204,6.534415346088451
2014-11-01,6.341799727467423,6.530616561080338,6.47043649371235,6.360933199493313,6.328086757036444,6.449906557807683
2014-12-01,5.959300868618578,6.587381609136034,6.560430473052548,6.093425008284581,5.981231933794429,6.41088282620883
2015-01-01,6.37899457841864,7.862233047119105,7.857504937044824,6.805917600512146,6.526940384967528,7.559683204916889
2015-02-01,7.1494101656785825,8.36455072306379,8.34577515344348,7.496629646607333,7.271836420194999,8.129426566166241
2015-03-01,7.59790448990918,9.263354694696236,9.290764555544051,8.347015733688279,7.932946327964641,8.895145398913385
2015-04-01,7.569656957614246,9.35820803125007,9.378583844132615,8.314183851432343,7.914974174405964,8.993371577975484
2015-05-01,7.771085640358888,9.631579008266634,9.665155323113407,8.58824177101698,8.14755450396476,9.233823957152287
2015-06-01,8.129068467274859,10.064797207377051,10.119867460377296,9.030586240716065,8.540330919833462,9.640037229974752
2015-07-01,8.622665075238611,10.805423869917409,10.85593612122584,9.584362307062166,9.061654535668652,10.36125256915481
2015-08-01,8.776087954198308,10.623942286010358,10.699644014315467,9.659382580498942,9.180086221648942,10.21005520099405
2015-09-01,8.837086396858052,10.699199830725515,10.837858023965197,9.74303425652121,9.249699591175498,10.259830102039436
2015-10-01,9.374547540219957,11.097717117550099,11.219823476809609,10.257149029848112,9.798886131167194,10.712200735806409
2015-11-01,9.924037978476585,11.718031806195416,11.883018945674163,10.915547358646727,10.405452418273576,11.315182452768147
2015-12-01,10.193131764088047,11.863521219047012,12.071804554203357,11.229774206293431,10.697277189344678,11.47000916851324
2016-01-01,10.267701024009423,11.671448022183451,11.884388936993705,11.234320314387247,10.749033908782524,11.339943837568045
2016-02-01,9.644169242488609,11.562105316246063,11.831408540687471,10.782205915844113,10.189307951548066,11.123487640562102
2016-03-01,8.847967496702536,9.917876299271832,10.152946539683327,9.450375005775724,9.136449869848029,9.674119197818666
2016-04-01,8.905512761903346,9.852417509232158,10.105765729722616,9.439589063169374,9.180351482943273,9.646164288566172
2016-05-01,8.86274382270036,10.070771258284573,10.370124602760033,9.448621874929074,9.17173854100204,9.819498931679993
2016-06-01,8.376870809127901,9.677187426482782,10.099555007178473,9.093193137156108,8.738795173269033,9.349057841964026
2016-07-01,8.263303786137111,9.741013876942862,10.31143575762814,9.025304677976154,8.616700226787955,9.336747798598676
2016-08-01,8.439852706129347,10.017574914734606,10.624235137281989,9.229383367463107,8.798417153612847,9.60206062982747
2016-09-01,8.019641108303755,9.310897122529216,9.844926202291514,8.68206384640775,8.336601256899057,8.95739659858046
2016-10-01,7.379674317709828,8.725018470822343,9.1984652710841,7.97065680430864,7.666006310091289,8.362970719238705
2016-11-01,6.6913706423638475,7.66912592273421,8.058439131712248,7.0053061370536795,6.853868527792928,7.396900352962277
2016-12-01,6.2059571002378355,6.703151938945062,7.0106609014089605,6.249376489918501,6.249205468979979,6.542491383092219
2017-01-01,5.527277503881822,5.526340264047103,5.7571084004485185,5.3141355936664025,5.47165565960217,5.48112159845775
2017-02-01,4.995440926137484,4.848637613891715,5.016687254740493,4.684582667860826,4.910653163523171,4.864071098349587
2017-03-01,4.726681519699216,4.8113180502524555,4.972062874099037,4.497957323421109,4.69853264581277,4.770921063100952
2017-04-01,4.22335060752741,4.26139741591518,4.382577037172797,3.94638456471339,4.157640734119505,4.222896366108997
2017-05-01,3.8556263212615294,3.770510359207324,3.813223208351335,3.5408736845963684,3.7904316005382466,3.7744099860327784
2017-06-01,3.4312883900966984,2.961721272476603,2.877764775991243,2.80732170112572,3.231810888919373,3.0711605069471792
2017-07-01,3.2259815283211646,2.486788376356075,2.2303090666469183,2.4723731772958724,3.0157938582028754,2.6942736739242745
2017-08-01,3.2110008562472814,2.04631397418531,1.6733665265738384,2.266884616278042,2.955038049822889,2.385932665111601
2017-09-01,3.366787875871635,2.053184244105699,1.6333622122880476,2.333960432691917,3.079333380086968,2.4522495183936677
2017-10-01,3.4750160370010885,2.3035955663863517,1.9603400155102646,2.5850200337129925,3.2447404408507463,2.666501051140502
2017-11-01,3.533102967583668,2.338874914024913,2.001205903965486,2.685540414908938,3.339028462884408,2.706887477991482
2017-12-01,3.687095213214131,2.4800536272632234,2.1610955985933877,2.844893575595009,3.486644297833008,2.8402702159284976
2018-01-01,3.64889432104587,2.239300728122373,1.9202053992189105,2.823914132162497,3.4682739260587514,2.6237984212659216
2018-02-01,3.5233310161808973,2.2300377817948247,1.9129011048182987,2.750041797692848,3.341985124887703,2.594943231978797
2018-03-01,3.4587250698342453,1.9865888809543097,1.6069073648646182,2.5910099957405563,3.23571328932466,2.4212877354327977
2018-04-01,3.584743882847996,1.9734302376152923,1.5722734682508621,2.7232210394432688,3.3698383016331324,2.417138119861728
2018-05-01,3.732574762677787,1.9227403644271668,1.508389665588039,2.7123130940919227,3.428015616933,2.4016105827297407
2018-06-01,4.966269854153849,3.6187313267059817,3.2827708793729204,4.283246464284063,4.848463149208904,4.0021672029354916
2018-07-01,5.129462298784571,3.61222297230428,3.2822210570526256,4.389958465289223,4.960667184905199,4.007554126306934
2018-08-01,4.510503185485293,3.6043544426052065,3.3816170865767825,4.044095082552124,4.419635885828832,3.8471018275251456
2018-09-01,4.827192751830833,3.9086404924536744,3.7268623295087178,4.404492446595443,4.758330887690576,4.1171617522581805
2018-10-01,4.869099975532243,3.9094621776898597,3.7335603646206916,4.406852660805849,4.772725203261086,4.115592897021814
2018-11-01,4.273366390700217,3.615170072539975,3.4860370893124992,3.899317349528242,4.192568511380479,3.7441838595489774
2018-12-01,3.8996639327544047,3.434776014282348,3.367149757770549,3.6851248801635927,3.9014445762516115,3.496201138528665
2019-01-01,3.8064710908773502,3.713743045786222,3.71835222521979,3.7161404724101565,3.8289600125647416,3.6718460840567957
2019-02-01,3.6724074981710597,4.00373553682698,4.163984633861362,3.809205802844051,3.715361588043309,3.868409807796591
2019-03-01,4.282681838968028,4.737827943169992,4.955662456938659,4.4767145202857295,4.355603943567488,4.567738798669385
2019-04-01,4.646906353922953,5.114093965119348,5.332711039759741,4.841543913502355,4.709634130564178,4.964263504222655
2019-05-01,4.440940212408817,4.795004477456,5.002920567232905,4.602886606884238,4.496174982830192,4.678027166978405
2019-06-01,3.407540645604157,3.3059677999284665,3.417044074453268,3.339379509435947,3.326205471552801,3.30696606959624
2019-07-01,3.211876768113253,3.2325161694485294,3.3763038344811314,3.212191424666355,3.160621139226172,3.222316115320667
2019-08-01,3.3564601456151033,3.4805470422152096,3.624705045136656,3.41878107923943,3.3361170422949504,3.459941305056713
2019-09-01,2.8321211953090897,3.037176822723908,3.17030131561844,2.9246439608038743,2.8220581573964676,3.0064860388526293
2019-10-01,2.5761161136637734,2.5859789942804356,2.6774986025972725,2.5660215079787774,2.52515088998988,2.606640019591633
2019-11-01,3.254679175055153,3.3053036992388263,3.4077502705111673,3.2648681475120567,3.1930337129853825,3.3056933730964966
2019-12-01,4.183135676779104,4.346708597294846,4.419022551372365,4.30638519193971,4.120750527905859,4.264805830289031
2020-01-01,4.10751926248496,4.144998647007214,4.233298235258154,4.185682353529652,4.133018515975051,4.114542213209704
2020-02-01,3.9976472921634754,3.837633182405331,3.8591581211103287,4.03971350903547,4.049139128641843,3.8663951658731044
2020-03-01,3.068638395452017,3.2509447527566238,3.2918855798851565,3.313097612308624,3.3371548576688337,3.1961731860489673
2020-04-01,2.2046976253986994,2.4890500441433927,2.7151459486971286,2.3064677091463315,2.2230689958831595,2.2335096126282705
2020-05-01,1.4419765257916106,2.112480645758641,2.4154277672050473,1.7143901890325886,1.641719207367287,1.7520050077431737
2020-06-01,1.6279736410331536,2.454022898403596,2.7727439862424763,1.962424104407301,1.8877151120641367,2.0312157109389606
2020-07-01,1.726195020421395,2.611899804708928,2.936430147816349,2.1171341122936838,2.0242471151267205,2.185538851948876
2020-08-01,1.54373059617805,2.871762004286049,3.199194460678778,2.2493094920061685,2.0558157575345737,2.4167780423780982
2020-09-01,1.814629611000096,3.850747111337771,4.311284451059749,2.8387895447420153,2.4273721734857645,3.267203961539189
2020-10-01,2.4774366029929773,4.726339227530207,5.3269429455991,3.5372902886260382,2.9889781802388216,4.074946005938185
2020-11-01,2.6860216109358737,5.15185769621358,5.804826124151474,3.913817592955371,3.363559181989273,4.505857176802386
2020-12-01,2.742228555255455,5.425458951556039,6.2153039225741225,3.972062258787057,3.3746100349346886,4.799746822121653
2021-01-01,2.857877498827399,5.461281279693053,6.192619638593766,4.030261320241824,3.357277190314867,4.846403987666226
2021-02-01,3.4300808223100887,6.172774194332553,6.742933027760234,4.792371851434862,3.9944614332399597,5.611316909245834
2021-03-01,4.669276410380063,6.863226800362665,7.229975195860772,5.906782454624571,5.085886091315128,6.575865454281726
2021-04-01,5.208836558517205,7.496693139036048,7.704094190415978,6.6081544675594905,5.848218446094222,7.299847081552913
2021-05-01,6.340768173522626,8.720979041620168,8.904162926493541,7.935297511598849,7.059323146083973,8.582811830646552
2021-06-01,6.499673702115261,9.028067547170693,9.233121102966013,8.207182213258157,7.252152920394805,8.881291674896396
2021-07-01,7.1522636711573995,9.791653733802663,10.039098565467919,8.790486409835307,7.748874656258753,9.589932849091575
2021-08-01,8.09031735635135,10.363980144758456,10.620127929914759,9.459626320442705,8.527455076768042,10.169462428128973
2021-09-01,8.957310947452758,10.712849241177857,10.97229904729704,10.087722959463186,9.250562006052764,10.639753813976904
2021-10-01,9.365702631460216,11.115099359676496,11.370095255053393,10.535700744212729,9.696439058470041,11.086411611178226
2021-11-01,9.787391486075524,10.920855254687623,10.992746983138723,10.813815283724914,10.008629093271937,11.12188153410223
2021-12-01,9.542304668595381,10.097717373177396,10.075439643234297,10.257630663376528,9.656630318572091,10.396883741649777
2022-01-01,9.600838166959313,10.537358245440508,10.536166875704644,10.555437477285935,9.928927630146323,10.769375508569091
2022-02-01,9.69854200364859,10.689955355006052,10.897061736906299,10.54981141892235,9.933979466958732,10.816207794393694
2022-03-01,9.966226123707767,11.647374637749053,12.030389475046022,11.136152357028472,10.39735432466722,11.559531772533616
2022-04-01,10.809785701030794,12.359320659586515,12.70998719077474,12.001207508993161,11.292575953177963,12.36169451006548
2022-05-01,11.278490778893246,11.822788565348974,12.00575205562393,11.742245065074354,11.152123650402235,11.94110996252855
2022-06-01,11.962106327694833,11.855462563152264,11.989774095402538,11.941866304787263,11.455099231294952,12.015721013550195
2022-07-01,10.517444897308392,10.125847490323924,10.368285486128936,10.002546406485745,9.686971697881951,9.980538740774957
2022-08-01,9.111069463617682,8.872146827591344,9.24210701096182,8.58154321009481,8.244056763163732,8.56533668666286
2022-09-01,8.017954392966464,7.249106375765368,7.617440093508221,6.991122902780433,6.860563419350574,6.907506731207391
2022-10-01,7.953165910731741,6.4714593930571995,6.730646503594273,6.428888528838939,6.371337964796808,6.173470587384311
2022-11-01,7.15041386567612,6.088677825443201,6.3859393412998955,5.758431793156404,5.7491987945488265,5.634609453476647
2022-12-01,6.8142220874802595,6.047104297101913,6.35421956260025,5.676800429254469,5.640531726562514,5.595737660287536
2023-01-01,7.04343577434734,5.889594731634884,6.1849446644620665,5.694970373052399,5.716818202978491,5.535047236091706
2023-02-01,7.017674784671746,5.661752413901078,5.8600107535328405,5.5839355369389,5.65328945701673,5.362857044549285
2023-03-01,6.428582040823438,4.542783750485846,4.6015021579018045,4.722839073872476,4.933335093285951,4.387612140717212
2023-04-01,6.086290825518681,4.075695498917065,4.129430815710755,4.25243543468492,4.497929762912034,3.914871783170204
2023-05-01,5.029628952046883,3.9987871901526306,4.173967347381757,3.8585446142412216,4.05110170130365,3.7097106140471015
2023-06-01,4.113987685800646,3.225627862065261,3.3769316086101453,3.0428728502758906,3.233152259026828,2.96213485343948
2023-07-01,5.07847998170754,3.5960645573485994,3.4436125370896242,4.16916083666099,4.4562546255391355,3.835883923100347
2023-08-01,5.871662242781417,4.039129861277879,3.702006890819365,4.931388918621149,5.28684250998841,4.493157544031989
2023-09-01,6.390752649836062,4.446340275443528,3.8967245237777837,5.6343362547916165,5.94277218930841,5.0564301451009985
2023-10-01,5.769458113332937,4.048961931120454,3.5061043476264597,5.17869675877678,5.516602409754645,4.644924773110115
2023-11-01,6.095163023703831,3.8419424260177193,3.373138988498847,4.935532106895701,5.242625477454421,4.409434233344767
2023-12-01,6.215794664887531,3.7200335493945857,3.270695631196685,4.833130462646373,5.151403787838027,4.276634902865406
2024-01-01,5.666355715311422,3.8387228037452648,3.4670413632250874,4.651153425041521,4.936565731555809,4.2452359477058055
2024-02-01,5.441606091479767,3.9113487439910166,3.560633527742807,4.62861291670742,4.906457473892711,4.288001555266829
2024-03-01,4.772319540369208,3.453271789780543,3.2455234520576193,3.956339215250426,4.209076052426597,3.6708767699452194
2024-04-01,4.279384960699062,3.2499909168346663,3.044558893756011,3.7759540163639693,4.04259445427948,3.47487205594319
2024-05-01,4.84386283640319,3.412940517073748,3.1933943714751445,4.027296007303205,4.278854107089258,3.6684723155492094
2024-06-01,4.786422018892389,3.8407707583150374,3.660635818352631,4.3280882967982715,4.550830088447477,4.029912174730121
2024-07-01,5.092271536473114,4.175692844410528,4.045958421035345,4.553711773237401,4.669246443422725,4.313973058662435
2024-08-01,4.971857731962737,3.8614720989621043,3.7171271720528587,4.2780207784689495,4.426799252811886,3.9940908126788077
